part_number,ptb_code,description,stock_qty,plant
IC3600SPOA1,2042131173,CARD PEACKING OPERAT.SPOA1,1,AMLP
RQO02867,2042131173,CARD PEACKING OPERAT.SPOA1,1,AMLP
,2042131213,CARD SERVO VALVE DRIVER SSVC1,2,AMLP
IC3600SSVC1,2042131213,CARD SERVO VALVE DRIVER SSVC1,2,AMLP
RQO02774,2042131213,CARD SERVO VALVE DRIVER SSVC1,2,AMLP
,2042131213,CARD SERVO VALVE DRIVER SSVC1,2,ARPE
IC3600SSVC1,2042131213,CARD SERVO VALVE DRIVER SSVC1,2,ARPE
RQO02774,2042131213,CARD SERVO VALVE DRIVER SSVC1,2,ARPE
,2042131283,CARD SPEED SENSOR SVSD1,1,AMLP
IC3600SVSD1,2042131283,CARD SPEED SENSOR SVSD1,1,AMLP
RQO02781,2042131283,CARD SPEED SENSOR SVSD1,1,AMLP
,2042131283,CARD SPEED SENSOR SVSD1,0,ARPE
,2042131283,CARD SPEED SENSOR SVSD1,1,ARPE
IC3600SVSD1,2042131283,CARD SPEED SENSOR SVSD1,0,ARPE
IC3600SVSD1,2042131283,CARD SPEED SENSOR SVSD1,1,ARPE
RQO02781,2042131283,CARD SPEED SENSOR SVSD1,0,ARPE
RQO02781,2042131283,CARD SPEED SENSOR SVSD1,1,ARPE
,2042131293,@ CARD SPEED SENSOR SVSE1,0,AMLP
IC3600LRDJ1,2042131373,CARD DRIVER RELAY LRDJ1,2,AMLP
RQO02756,2042131373,CARD DRIVER RELAY LRDJ1,2,AMLP
,2042131403,CARD OR-AMPER CIRCUT AOAL1,2,AMLP
IC3600AOAL1,2042131403,CARD OR-AMPER CIRCUT AOAL1,2,AMLP
RQO00347,2042131403,CARD OR-AMPER CIRCUT AOAL1,2,AMLP
,2042131403,CARD OR-AMPER CIRCUT AOAL1,0,ARPE
,2042131403,CARD OR-AMPER CIRCUT AOAL1,1,ARPE
IC3600AOAL1,2042131403,CARD OR-AMPER CIRCUT AOAL1,0,ARPE
IC3600AOAL1,2042131403,CARD OR-AMPER CIRCUT AOAL1,1,ARPE
RQO00347,2042131403,CARD OR-AMPER CIRCUT AOAL1,0,ARPE
RQO00347,2042131403,CARD OR-AMPER CIRCUT AOAL1,1,ARPE
218A4274PII,2042131463,RELAY 28 VDC,6,AMLP
,2042131493,RELAY 64 VDC,1,AMLP
218A4717P1,2042131493,RELAY 64 VDC,1,AMLP
RQO00365,2042131493,RELAY 64 VDC,1,AMLP
,2042131503,INDICATOR TEMPERATURE,0,AMLP
245A3367P2,2042131503,INDICATOR TEMPERATURE,0,AMLP
,2042131503,INDICATOR TEMPERATURE,0,AMND
245A3367P2,2042131503,INDICATOR TEMPERATURE,0,AMND
,2042131523,FIRE HOURS METERS,3,AMLP
240311ADAB7,2042131523,FIRE HOURS METERS,3,AMLP
RQO05115,2042131523,FIRE HOURS METERS,3,AMLP
,2042131583,LAMP 28V 40A ORANGE,0,AMLP
68A7803P5A,2042131583,LAMP 28V 40A ORANGE,0,AMLP
RQO00360,2042131583,LAMP 28V 40A ORANGE,0,AMLP
,2042131593,LAMP 28V 40A GREEN,0,AMLP
68A7803P5G,2042131593,LAMP 28V 40A GREEN,0,AMLP
RQO00362,2042131593,LAMP 28V 40A GREEN,0,AMLP
,2042131603,LAMP 28V 40A BLUE,0,AMLP
68A7803P5B,2042131603,LAMP 28V 40A BLUE,0,AMLP
RQO00361,2042131603,LAMP 28V 40A BLUE,0,AMLP
,2042131613,LAMP 28V 40A RED,0,AMLP
RQO03217,2042131613,LAMP 28V 40A RED,0,AMLP
,2042131623,@ LAMP,0,AMLP
,2042131633,FLAME DETECTOR AMPLIFIER,2,AMLP
EG1033AA01,2042131633,FLAME DETECTOR AMPLIFIER,2,AMLP
RQO56029,2042131633,FLAME DETECTOR AMPLIFIER,2,AMLP
,2042131643,LAMP 24V 3W BA9S,0,AMLP
ITT0000171,2042131643,LAMP 24V 3W BA9S,0,AMLP
,2042131653,LAMP 28V 45A,0,AMLP
ITT0000173,2042131653,LAMP 28V 45A,0,AMLP
,2042131703,INDICATOR,0,AMLP
AF43010400,2042131703,INDICATOR,0,AMLP
SB1EB6A53SUM2V,2042131783,SWITCH,1,AMLP
,2042132013,FUSE 20A 300V,3,AMLP
RQO02666,2042132013,FUSE 20A 300V,3,AMLP
RO480IME,2042132033,LAMP 60W 120V,0,AMLP
RQO02670,2042132033,LAMP 60W 120V,0,AMLP
,2042132043,SUPPRESSER NOISE,1,AMLP
RQO00350,2042132043,SUPPRESSER NOISE,1,AMLP
,2042132053,SUPPRESSER,1,AMLP
RQO02380,2042132053,SUPPRESSER,1,AMLP
,2042132143,RESISTOR 2W CARBON COMPLETE,1,AMLP
RQO00352,2042132143,RESISTOR 2W CARBON COMPLETE,1,AMLP
,2042132213,RESISTOR PREC. 0.5W,1,AMLP
RQO00353,2042132213,RESISTOR PREC. 0.5W,1,AMLP
,2042132223,RESISTOR PREC. 1/2W,1,AMLP
RQO00354,2042132223,RESISTOR PREC. 1/2W,1,AMLP
,2042132233,RESISTOR PREC. 1/2W,1,AMLP
RQO00355,2042132233,RESISTOR PREC. 1/2W,1,AMLP
,2042132433,RESISTOR,1,AMLP
RQO00427,2042132433,RESISTOR,1,AMLP
,2042132443,RESISTOR 750OHM,1,AMLP
RQO00429,2042132443,RESISTOR 750OHM,1,AMLP
,2042132563,HEATER,1,AMLP
RQO00346,2042132563,HEATER,1,AMLP
,2042132573,SWITCH P.B.,2,AMLP
RQO00358,2042132573,SWITCH P.B.,2,AMLP
,2042132583,STOP F.B.,1,AMLP
RQO00359,2042132583,STOP F.B.,1,AMLP
,2042132683,CARBON CAMP.1/2W,1,AMLP
RQO05563,2042132683,CARBON CAMP.1/2W,1,AMLP
,2042132713,DIODE RECOVERY,1,AMLP
RQO05573,2042132713,DIODE RECOVERY,1,AMLP
,2042132753,SWITCH,0,AMLP
RQO04770,2042132753,SWITCH,0,AMLP
,2042132753,SWITCH,0,AMND
RQO04770,2042132753,SWITCH,0,AMND
,2042133013,BATTERY CHARGER,0,AMPE
IRQ0669301,2042133013,BATTERY CHARGER,0,AMPE
,2042133013,BATTERY CHARGER,0,BALT
IRQ0669301,2042133013,BATTERY CHARGER,0,BALT
,2042133023,PULSER 3GE 2/2,1,AMLP
IRQ0669302,2042133023,PULSER 3GE 2/2,1,AMLP
,2042133033,BATTERY CHARGER RELAY 2RL 31C,1,AMLP
IRQ0669303,2042133033,BATTERY CHARGER RELAY 2RL 31C,1,AMLP
,2042133043,RELAY D.C 2RL 31C,1,AMLP
IRQ0669304,2042133043,RELAY D.C 2RL 31C,1,AMLP
,2042133073,RELAY D.C. 2RL 34/B/R/1,1,AMLP
IRQ0669307,2042133073,RELAY D.C. 2RL 34/B/R/1,1,AMLP
,2042133083,RELAY 2RL 27-59TR/1,1,AMLP
IRQ0669308,2042133083,RELAY 2RL 27-59TR/1,1,AMLP
,2042133093,RELAY EARTH RTC 6413,1,AMLP
IRQ0669309,2042133093,RELAY EARTH RTC 6413,1,AMLP
,2042133103,THIRSTOR WITHOUT HEATONK,1,AMLP
IRQ0669310,2042133103,THIRSTOR WITHOUT HEATONK,1,AMLP
,2042133113,THIRSTOR WITHOUT HEATSINK,1,AMLP
IRQ0669311,2042133113,THIRSTOR WITHOUT HEATSINK,1,AMLP
IRQ0669315,2042133153,CAPACITOR FILTER 200VDC 800MF,10,AMLP
,2042133163,DIODE WITHOUT HEATSINK,1,AMLP
IRQ0669316,2042133163,DIODE WITHOUT HEATSINK,1,AMLP
,2042133183,RELAY 110V.,0,AMLP
IRQ0669318,2042133183,RELAY 110V.,0,AMLP
,2042133193,RELAY 110V.,1,AMLP
IRQ0669319,2042133193,RELAY 110V.,1,AMLP
,2042133213,TRANSFORMER 200V 50/60HZ,2,AMLP
IRQ0669321,2042133213,TRANSFORMER 200V 50/60HZ,2,AMLP
,2042133213,TRANSFORMER 200V 50/60HZ,2,ARPE
IRQ0669321,2042133213,TRANSFORMER 200V 50/60HZ,2,ARPE
IRQ0669322,2042133223,AUXILIARY TRANSFORMER IMPULSER,1,AMLP
,2042133233,CONTACTOR D.C.,1,AMLP
IRQ0669323,2042133233,CONTACTOR D.C.,1,AMLP
,2042133233,CONTACTOR D.C.,1,AMPE
IRQ0669323,2042133233,CONTACTOR D.C.,1,AMPE
,2042133243,CONTACTOR D.C.,1,AMLP
IRQ0669324,2042133243,CONTACTOR D.C.,1,AMLP
,2042133263,CONTACTOR,0,AMPE
IRQ0669326,2042133263,CONTACTOR,0,AMPE
,2042133263,CONTACTOR,0,BALT
IRQ0669326,2042133263,CONTACTOR,0,BALT
,2042133273,SEMITRANS GROUPS,3,AMLP
IRQ0669327,2042133273,SEMITRANS GROUPS,3,AMLP
,2042133293,HOLDER LAMP,5,AMLP
IRQ0669329,2042133293,HOLDER LAMP,5,AMLP
,2042133303,INVERTER CIRCUIT SYNCRONISM,1,AMLP
IRQ0669330,2042133303,INVERTER CIRCUIT SYNCRONISM,1,AMLP
,2042133313,INVERTER CONTROL CIRCUIT,1,AMLP
IRQ0669331,2042133313,INVERTER CONTROL CIRCUIT,1,AMLP
IRQ0669332,2042133323,THYRISTOR,0,AMLP
IRQ0669332,2042133323,THYRISTOR,0,AMND
,2042133333,DIODE,1,AMLP
IRQ0669333,2042133333,DIODE,1,AMLP
,2042133333,DIODE,1,AMPE
IRQ0669333,2042133333,DIODE,1,AMPE
,2042133343,CAPACITOR INPUT 200VDC 33MF,2,AMLP
IRQ0669334,2042133343,CAPACITOR INPUT 200VDC 33MF,2,AMLP
,2042133353,CAPACITOR OUTPUT 200HPD 5MF,3,AMLP
IRQ0669335,2042133353,CAPACITOR OUTPUT 200HPD 5MF,3,AMLP
,2042133363,CONTACTOR D.C.,1,AMLP
IRQ0669336,2042133363,CONTACTOR D.C.,1,AMLP
,2042133373,CONTACTOR D.C.,1,AMLP
IRQ0669337,2042133373,CONTACTOR D.C.,1,AMLP
,2042133383,RELAY DELAY 1-30S 10A 660V 50/60HZ,2,AMLP
IRQ0669338,2042133383,RELAY DELAY 1-30S 10A 660V 50/60HZ,2,AMLP
,2042133393,RELAY DELAY 10A 110VDC 250VAC,4,AMLP
IRQ0669339,2042133393,RELAY DELAY 10A 110VDC 250VAC,4,AMLP
,2042134003,"TAPE GRAFOIL 1""",4,AMLP
MAN000002,2042134003,"TAPE GRAFOIL 1""",4,AMLP
,2042134053,TERMINAL STRIP,17,AMLP
RMO22174,2042134053,TERMINAL STRIP,17,AMLP
,2042134103,TERMINAL STRIP,19,AMLP
RMO22361,2042134103,TERMINAL STRIP,19,AMLP
,2042134103,TERMINAL STRIP,19,BALT
RMO22361,2042134103,TERMINAL STRIP,19,BALT
,2042134153,TERMINAL,17,AMLP
RMO22366,2042134153,TERMINAL,17,AMLP
,2042134203,TERMINAL STRIP,9,AMLP
RMO22233,2042134203,TERMINAL STRIP,9,AMLP
,2042134253,RUBBER SILICON,0,AMLP
MAN000004,2042134253,RUBBER SILICON,0,AMLP
,2042134343,TERMINAL FOR THERMOCOUPLE,11,AMLP
RMO22360,2042134343,TERMINAL FOR THERMOCOUPLE,11,AMLP
,2042134343,TERMINAL FOR THERMOCOUPLE,11,AMPE
RMO22360,2042134343,TERMINAL FOR THERMOCOUPLE,11,AMPE
,2042134343,TERMINAL FOR THERMOCOUPLE,11,BALT
RMO22360,2042134343,TERMINAL FOR THERMOCOUPLE,11,BALT
,2042134523,CABLE THERMOCOUPLE BEARING,0,AMLP
RCO05306,2042134523,CABLE THERMOCOUPLE BEARING,0,AMLP
,2042134533,CABLE SPEED TRONIC CARD,28,AMLP
RCO03314,2042134533,CABLE SPEED TRONIC CARD,28,AMLP
,2042134553,CABLE 2POLE SHIELDED,0,AMLP
RCO05140,2042134553,CABLE 2POLE SHIELDED,0,AMLP
RCO48320,2042134553,CABLE 2POLE SHIELDED,0,AMLP
,2042134553,CABLE 2POLE SHIELDED,0,AMND
RCO05140,2042134553,CABLE 2POLE SHIELDED,0,AMND
RCO48320,2042134553,CABLE 2POLE SHIELDED,0,AMND
,2042134553,CABLE 2POLE SHIELDED,0,AMPE
RCO05140,2042134553,CABLE 2POLE SHIELDED,0,AMPE
RCO48320,2042134553,CABLE 2POLE SHIELDED,0,AMPE
,2042134553,CABLE 2POLE SHIELDED,200,ARPE
RCO05140,2042134553,CABLE 2POLE SHIELDED,200,ARPE
RCO48320,2042134553,CABLE 2POLE SHIELDED,200,ARPE
,2042134553,CABLE 2POLE SHIELDED,200,BALT
RCO05140,2042134553,CABLE 2POLE SHIELDED,200,BALT
RCO48320,2042134553,CABLE 2POLE SHIELDED,200,BALT
,2042134553,CABLE 2POLE SHIELDED,200,PFTE
RCO05140,2042134553,CABLE 2POLE SHIELDED,200,PFTE
RCO48320,2042134553,CABLE 2POLE SHIELDED,200,PFTE
,2042134553,CABLE 2POLE SHIELDED,0,PORS
RCO05140,2042134553,CABLE 2POLE SHIELDED,0,PORS
RCO48320,2042134553,CABLE 2POLE SHIELDED,0,PORS
,2042134573,CABLE ELECTRIC,0,AMLP
RCO04350,2042134573,CABLE ELECTRIC,0,AMLP
,2042134573,CABLE ELECTRIC,0,AMND
RCO04350,2042134573,CABLE ELECTRIC,0,AMND
,2042134573,CABLE ELECTRIC,0,AMPE
RCO04350,2042134573,CABLE ELECTRIC,0,AMPE
,2042134573,CABLE ELECTRIC,0,PFTE
RCO04350,2042134573,CABLE ELECTRIC,0,PFTE
,2042134573,CABLE ELECTRIC,0,PORS
RCO04350,2042134573,CABLE ELECTRIC,0,PORS
,2042134583,CABLE THERMOCOUPLE 1MT,0,AMLP
RCO05687,2042134583,CABLE THERMOCOUPLE 1MT,0,AMLP
,2042134583,CABLE THERMOCOUPLE 1MT,0,AMPE
RCO05687,2042134583,CABLE THERMOCOUPLE 1MT,0,AMPE
,2042134583,CABLE THERMOCOUPLE 1MT,1,BALT
RCO05687,2042134583,CABLE THERMOCOUPLE 1MT,1,BALT
,2042134593,CABLE DETECTOR GAS,0,AMLP
RCO05318,2042134593,CABLE DETECTOR GAS,0,AMLP
RCO48321,2042134593,CABLE DETECTOR GAS,0,AMLP
,2042134593,CABLE DETECTOR GAS,0,AMND
RCO05318,2042134593,CABLE DETECTOR GAS,0,AMND
RCO48321,2042134593,CABLE DETECTOR GAS,0,AMND
,2042134593,CABLE DETECTOR GAS,0,AMPE
RCO05318,2042134593,CABLE DETECTOR GAS,0,AMPE
RCO48321,2042134593,CABLE DETECTOR GAS,0,AMPE
,2042134593,CABLE DETECTOR GAS,0,BALT
RCO05318,2042134593,CABLE DETECTOR GAS,0,BALT
RCO48321,2042134593,CABLE DETECTOR GAS,0,BALT
,2042134593,CABLE DETECTOR GAS,0,PFTE
RCO05318,2042134593,CABLE DETECTOR GAS,0,PFTE
RCO48321,2042134593,CABLE DETECTOR GAS,0,PFTE
,2042134593,CABLE DETECTOR GAS,0,PORS
RCO05318,2042134593,CABLE DETECTOR GAS,0,PORS
RCO48321,2042134593,CABLE DETECTOR GAS,0,PORS
,2042134633,TERMINAL BLOCK 10 POLES,0,AMLP
RMO22052,2042134633,TERMINAL BLOCK 10 POLES,0,AMLP
,2042134633,TERMINAL BLOCK 10 POLES,0,PFTE
RMO22052,2042134633,TERMINAL BLOCK 10 POLES,0,PFTE
,2042134633,TERMINAL BLOCK 10 POLES,70,PORS
RMO22052,2042134633,TERMINAL BLOCK 10 POLES,70,PORS
,2042134643,CABLE CLAMP,20,AMLP
RMO22114,2042134643,CABLE CLAMP,20,AMLP
,2042134643,CABLE CLAMP,20,PFTE
RMO22114,2042134643,CABLE CLAMP,20,PFTE
,2042134643,CABLE CLAMP,70,PORS
RMO22114,2042134643,CABLE CLAMP,70,PORS
,2042134843,CONNECTOR THERMOCOUPLE,18,AMLP
RMO22396,2042134843,CONNECTOR THERMOCOUPLE,18,AMLP
,2042134923,BEARING JOURNAL,1,AMLP
IRR1881201,2042134923,BEARING JOURNAL,1,AMLP
,2042134943,BEARING JOURNAL,1,AMLP
IRR1881202,2042134943,BEARING JOURNAL,1,AMLP
,2042134963,BEARING JOURNAL,1,AMLP
IRR1881203,2042134963,BEARING JOURNAL,1,AMLP
,2042134983,BEARING JOURNAL,1,AMLP
IRR1881204,2042134983,BEARING JOURNAL,1,AMLP
IRQ0652501,2042135013,ISOLATOR SWITCH 40A-500V,1,AMLP
,2042135023,CIRCUIT BREAKER,1,AMLP
IRQ0652502,2042135023,CIRCUIT BREAKER,1,AMLP
IRQ0652503,2042135033,CIRCUIT BREAKER AIR 2P 63A-660V   LN63,1,AMLP
,2042135063,AMMETER 0-150A,1,AMLP
IRQ0652506,2042135063,AMMETER 0-150A,1,AMLP
IRQ0652509,2042135093,VOLTMETER 96 X 96MM 0-150V           IME,1,AMLP
IRQ0652510,2042135103,TRANSFORMER AUX. 3000VA-13.6A 50/60HZ,1,AMLP
IRQ0652511,2042135113,HEATER SPACE,2,AMLP
IRQ0652512,2042135123,LIMIT SWITCH,11,AMLP
IRQ0652512,2042135123,LIMIT SWITCH,11,AMPE
,2042135153,RELAY DYLAY DROP-OUT 16.5A 250V 27MC,0,AMLP
IRQ0652515,2042135153,RELAY DYLAY DROP-OUT 16.5A 250V 27MC,0,AMLP
,2042135183,CONTACTOR 3TB48 600VAC,0,AMLP
IRQ0652518,2042135183,CONTACTOR 3TB48 600VAC,0,AMLP
,2042135203,RELAY THERMAL 2-3.2A 660VAC,0,AMLP
IRQ0652520,2042135203,RELAY THERMAL 2-3.2A 660VAC,0,AMLP
,2042135223,RELAY 4-6.3A 660VAC,1,AMLP
IRQ0652522,2042135223,RELAY 4-6.3A 660VAC,1,AMLP
,2042135243,RELAY THERMAL 600V 25-40A OVERLOAD,0,AMLP
IRQ0652524,2042135243,RELAY THERMAL 600V 25-40A OVERLOAD,0,AMLP
,2042135263,RELAY 3TH80 22-0A 110-132V,1,AMLP
IRQ0652526AUX,2042135263,RELAY 3TH80 22-0A 110-132V,1,AMLP
,2042135273,RELAY AUXL. 3TH80 31-0A 110V,9,AMLP
IRQ0652527,2042135273,RELAY AUXL. 3TH80 31-0A 110V,9,AMLP
,2042135423,COIL HELI,0,AMPE
RFU33143,2042135423,COIL HELI,0,AMPE
,2042135543,BASE ZB2-BE 101 380V,6,AMLP
IRQ0652554,2042135543,BASE ZB2-BE 101 380V,6,AMLP
,2042135573,HOLDER LAMP,15,AMLP
IRQ0652557,2042135573,HOLDER LAMP,15,AMLP
,2042135613,PLATE DATA,30,AMLP
IRQ0652561,2042135613,PLATE DATA,30,AMLP
,2042135623,LAMP,0,AMLP
IRQ0652562,2042135623,LAMP,0,AMLP
,2042135983,BUTTON W/AMMETER,1,AMLP
REQ43298,2042135983,BUTTON W/AMMETER,1,AMLP
,2042135993,SELECTOR SWITCH,0,AMLP
REQ43299,2042135993,SELECTOR SWITCH,0,AMLP
IRQ0669601,2042136013,AMPLIFIER BATTRY CHARGE,1,AMLP
,2042136023,PULSER GENERATOR 3G 1.2-2,1,AMLP
IRQ0669602,2042136023,PULSER GENERATOR 3G 1.2-2,1,AMLP
IRQ0669603,2042136033,RELAY BATTRY CHARGE,1,AMLP
IRQ0669604,2042136043,RELAY MAN MAX BATTRY 2RL 32A/1,1,AMLP
,2042136053,AMPLIFIER SERVICE 2A MPL/5,1,AMLP
IRQ0669605,2042136053,AMPLIFIER SERVICE 2A MPL/5,1,AMLP
,2042136063,RELAY D.C 2RL 33/B/R,1,AMLP
IRQ0669606,2042136063,RELAY D.C 2RL 33/B/R,1,AMLP
,2042136073,PULSER GENERATOR 3G 1.2-2,1,AMLP
IRQ0669607&16,2042136073,PULSER GENERATOR 3G 1.2-2,1,AMLP
,2042136083,RELAY,1,AMLP
IRQ0669608,2042136083,RELAY,1,AMLP
,2042136093,THYRISTOR WITHOUT HEATONK,1,AMLP
IRQ0669609,2042136093,THYRISTOR WITHOUT HEATONK,1,AMLP
,2042136103,THYRISTOR WITHOUT HEATSINK,1,AMLP
IRQ0669610,2042136103,THYRISTOR WITHOUT HEATSINK,1,AMLP
,2042136133,FILTER COPISTOR 4700MF,10,AMLP
IRQ0669613,2042136133,FILTER COPISTOR 4700MF,10,AMLP
,2042136143,DIODE,1,AMLP
IRQ0669614,2042136143,DIODE,1,AMLP
,2042136153,RELAY 220V,0,AMLP
IRQ0669615,2042136153,RELAY 220V,0,AMLP
,2042136163,RELAY 10A 24VDC AW52229,2,AMLP
IRQ0669616,2042136163,RELAY 10A 24VDC AW52229,2,AMLP
,2042136173,RELAY 10A 24VDC AW523204,2,AMLP
IRQ0669617,2042136173,RELAY 10A 24VDC AW523204,2,AMLP
,2042136203,CONTACTOR D.C.,1,AMLP
IRQ0669620,2042136203,CONTACTOR D.C.,1,AMLP
,2042136213,CONTACTOR D.C.,1,AMLP
IRQ0669621,2042136213,CONTACTOR D.C.,1,AMLP
,2042136233,CONTACTOR 65A-660V,1,AMLP
IRQ0669623,2042136233,CONTACTOR 65A-660V,1,AMLP
IRQ0669624,2042136243,LAMP 220V 3W,6,AMLP
,2042136253,HOLDER LAMP,5,AMLP
IRQ0669625,2042136253,HOLDER LAMP,5,AMLP
,2042137003,@ EARING END DRIVE,0,AMLP
,2042138013,BATTERY CELL,2,AMLP
IRA0215801,2042138013,BATTERY CELL,2,AMLP
,2042138023,SWITCH 2.5BAR 1/4NPT 111937-457AA00B,0,AMPE
IRA0215802,2042138023,SWITCH 2.5BAR 1/4NPT 111937-457AA00B,0,AMPE
,2042138023,SWITCH 2.5BAR 1/4NPT 111937-457AA00B,0,BALT
IRA0215802,2042138023,SWITCH 2.5BAR 1/4NPT 111937-457AA00B,0,BALT
,2042138033,WRENCH,1,AMLP
IRA0215803,2042138033,WRENCH,1,AMLP
,2042138043,DENSIMETER,0,AMLP
JRA0215804,2042138043,DENSIMETER,0,AMLP
,2042138053,GAUGE TEMPERATURE,0,AMLP
IRA0215805,2042138053,GAUGE TEMPERATURE,0,AMLP
,2042138063,TESTER LEVEL,0,AMLP
IRA0215806,2042138063,TESTER LEVEL,0,AMLP
,2042138073,CONNECTOR BATTERY CELL,38,AMLP
IRA0215807,2042138073,CONNECTOR BATTERY CELL,38,AMLP
,2042138083,TOP UP SYSTEM,0,AMLP
IRA0215808,2042138083,TOP UP SYSTEM,0,AMLP
,2042138093,TESTER CELL,0,AMLP
IRA0215809,2042138093,TESTER CELL,0,AMLP
,2042138103,PLUG VALVE ALCAD,20,AMLP
IRA0215810,2042138103,PLUG VALVE ALCAD,20,AMLP
NOT AVAILABLE,2042139003,SWITCH SELECTOR MAN AUTO,2,AMLP
,2042139613,SWITCH MINI TAP,1,AMLP
IC3600SCBA1,2042139613,SWITCH MINI TAP,1,AMLP
RQO04361,2042139613,SWITCH MINI TAP,1,AMLP
NOT AVAILABLE,2042139623,LAMP,0,AMLP
,2042140113,THERMOCOUPLE TEMPERATURE,0,AMLP
RTO63481,2042140113,THERMOCOUPLE TEMPERATURE,0,AMLP
,2042140113,THERMOCOUPLE TEMPERATURE,3,BALT
RTO63481,2042140113,THERMOCOUPLE TEMPERATURE,3,BALT
RTO65735,2042140153,THERMOCOUPLE,20,AMLP
RTO65735,2042140153,THERMOCOUPLE,0,AMPE
RTO65735,2042140153,THERMOCOUPLE,0,ARPE
RTO65735,2042140153,THERMOCOUPLE,0,BALT
RTO65735,2042140153,THERMOCOUPLE,0,PFTE
RTO65735,2042140153,THERMOCOUPLE,16,PORS
,2042140163,THERMORESISTENCE,8,AMLP
RTO64985,2042140163,THERMORESISTENCE,8,AMLP
,2042140163,THERMORESISTENCE,0,BALT
RTO64985,2042140163,THERMORESISTENCE,0,BALT
,2042140173,SENSOR +VIBRATION+CABLE+ADAPTOR,12,AMLP
RRO52944,2042140173,SENSOR +VIBRATION+CABLE+ADAPTOR,12,AMLP
,2042140173,SENSOR +VIBRATION+CABLE+ADAPTOR,0,AMND
RRO52944,2042140173,SENSOR +VIBRATION+CABLE+ADAPTOR,0,AMND
,2042140173,SENSOR +VIBRATION+CABLE+ADAPTOR,0,ARPE
RRO52944,2042140173,SENSOR +VIBRATION+CABLE+ADAPTOR,0,ARPE
,2042140173,SENSOR +VIBRATION+CABLE+ADAPTOR,1,BALT
RRO52944,2042140173,SENSOR +VIBRATION+CABLE+ADAPTOR,1,BALT
,2042140213,SWITCH PRESSURE,7,AMLP
RPO301941000,2042140213,SWITCH PRESSURE,7,AMLP
,2042140223,SWITCH PRESSURE 10A 230V 1-2.5BAR MWP,6,AMLP
RPO296111000,2042140223,SWITCH PRESSURE 10A 230V 1-2.5BAR MWP,6,AMLP
,2042140223,SWITCH PRESSURE 10A 230V 1-2.5BAR MWP,6,AMPE
RPO296111000,2042140223,SWITCH PRESSURE 10A 230V 1-2.5BAR MWP,6,AMPE
,2042140223,SWITCH PRESSURE 10A 230V 1-2.5BAR MWP,6,ARPE
RPO296111000,2042140223,SWITCH PRESSURE 10A 230V 1-2.5BAR MWP,6,ARPE
,2042140233,SWITCH PRESSURE,11,AMLP
RPO296121000,2042140233,SWITCH PRESSURE,11,AMLP
,2042140233,SWITCH PRESSURE,11,ARPE
RPO296121000,2042140233,SWITCH PRESSURE,11,ARPE
,2042140233,SWITCH PRESSURE,0,BALT
RPO296121000,2042140233,SWITCH PRESSURE,0,BALT
,2042140243,SWITCH PRESSURE,3,AMLP
RPO469730000,2042140243,SWITCH PRESSURE,3,AMLP
,2042140243,SWITCH PRESSURE,3,AMND
RPO469730000,2042140243,SWITCH PRESSURE,3,AMND
RMO292400000,2042140263,INDICATOR PRESSURE 0-10 BAR,2,AMLP
RMO301090000,2042140283,INDICATOR PRESSURE 0-160 BAR,2,AMLP
,2042140293,INDICATOR PRESSURE 0:3.5 BAR,1,AMLP
RMR32189,2042140293,INDICATOR PRESSURE 0:3.5 BAR,1,AMLP
RMO29686,2042140303,INDICATOR PRESSURE 0-150 PSI 0-10 BAR,3,AMLP
RTO60324,2042140313,INDICATOR TEMPERATURE 0-100 C,0,AMLP
ISM268120663,2042140353,VALVE CONTROL,6,AMLP
REO03612,2042140353,VALVE CONTROL,6,AMLP
ISM268120663,2042140353,VALVE CONTROL,6,AMND
REO03612,2042140353,VALVE CONTROL,6,AMND
ISM268120663,2042140353,VALVE CONTROL,0,ARPE
ISM268120663,2042140353,VALVE CONTROL,0,ARPE
REO03612,2042140353,VALVE CONTROL,0,ARPE
REO03612,2042140353,VALVE CONTROL,0,ARPE
ISM268120663,2042140353,VALVE CONTROL,0,BALT
REO03612,2042140353,VALVE CONTROL,0,BALT
,2042140363,TRANSDUCER 12V 0-25PSI,5,AMLP
RTO73136,2042140363,TRANSDUCER 12V 0-25PSI,5,AMLP
,2042140373,TRANSMITTER 10.5:30VDC 4-20AM ROSEMOUNT,0,AMLP
RTO68743,2042140373,TRANSMITTER 10.5:30VDC 4-20AM ROSEMOUNT,0,AMLP
,2042140373,TRANSMITTER 10.5:30VDC 4-20AM ROSEMOUNT,0,ARPE
RTO68743,2042140373,TRANSMITTER 10.5:30VDC 4-20AM ROSEMOUNT,0,ARPE
,2042140373,TRANSMITTER 10.5:30VDC 4-20AM ROSEMOUNT,2,BALT
RTO68743,2042140373,TRANSMITTER 10.5:30VDC 4-20AM ROSEMOUNT,2,BALT
,2042140403,CARD TRANSLATING ISOLATOR,1,AMLP
RQO02863,2042140403,CARD TRANSLATING ISOLATOR,1,AMLP
,2042140413,@ MAGNETIC,0,AMLP
,2042140413,@ MAGNETIC,0,ARPE
,2042140413,@ MAGNETIC,0,ARPE
RMQ14263,2042140523,SPRING,1,AMLP
RMQ14263,2042140523,SPRING,1,ARPE
RMQ14263,2042140523,SPRING,1,PFTE
RMQ14263,2042140523,SPRING,1,PORS
RRO52946,2042140643,MAGNETIC PICK-UP,20,AMLP
